bizID,title,categories,priceRange,dollarPrice,rating,reviewCount,address,district,searchZipcode,exactZipcode,latitude,longitude,phone,img,neighborhood,neighborhood_group
cantina-taqueria-and-tequila-bar-new-york,Cantina Taqueria & Tequila Bar,Mexican;Latin American;Cocktail Bars,$11-30,$$,4,424,1838 7th Ave,Harlem,10026,10026,40.8003063353508,-73.95495690492349,(833) 698-2267,https://s3-media3.fl.yelpcdn.com/bphoto/wxiVtvtKgTKz16pQYEf8qg/ls.jpg,Harlem,Manhattan
rdv-rendezvous-new-york-3,RDV Rendezvous,French;Wine Bars;Desserts,$11-30,$$,4,127,2072 Frederick Douglass Blvd,Harlem,10026,10026,40.802040664408004,-73.956772898909,(212) 222-8952,https://s3-media3.fl.yelpcdn.com/bphoto/PZ_qZQbJ6LoMMY2F14YiBQ/ls.jpg,Harlem,Manhattan
hop-house-harlem-new-york-2,Hop House Harlem,Pizza;Beer Bar;Sandwiches,$11-30,$$,4,99,2224 Frederick Douglass Blvd,Harlem,10026,10026,40.8067859,-73.9532719,(646) 858-0252,https://s3-media4.fl.yelpcdn.com/bphoto/HxkH_QBDYz5KOgj-Yw5mhA/ls.jpg,Harlem,Manhattan
the-cecil-steakhouse-new-york,The Cecil Steakhouse,Steakhouses;Bars;American (Traditional),$31-60,$$$,3,77,210 W 118th St,Harlem,10026,10026,40.8047705,-73.9525238,(212) 866-1262,https://s3-media2.fl.yelpcdn.com/bphoto/rrYNurAwmqq_L5WVirmfow/ls.jpg,Harlem,Manhattan
crazy4jazz-manhattan,Crazy4Jazz,Jazz & Blues;Community Service/Non-Profit,,,-1,-1,Harlem,,10026,10026,40.803343040396,-73.9525395846558,(917) 575-1419,https://s3-media4.fl.yelpcdn.com/bphoto/4yyhaW0N8S6lI8LLjsT0DA/ls.jpg,Harlem,Manhattan
lolos-seafood-shack-new-york,Lolo’s Seafood Shack,Seafood;Bars,$11-30,$$,4,584,303 W 116th St,Harlem,10026,10026,40.80481870000001,-73.9557056,(646) 649-3356,https://s3-media3.fl.yelpcdn.com/bphoto/OeueWGrQ0GELrISxoULReg/ls.jpg,Harlem,Manhattan
the-restaurant-at-mist-new-york-2,The Restaurant at MIST,Wine Bars;Venues & Event Spaces,Moderate,$$,3,75,46 W 116th St,Harlem,10026,10026,40.8012472,-73.9485127,(212) 828-6478,https://s3-media1.fl.yelpcdn.com/bphoto/uD78m6HmPr44voNeh0yzsA/ls.jpg,Harlem,Manhattan
lido-new-york,Lido,Italian;Breakfast & Brunch;Cocktail Bars,$11-30,$$,4,882,2168 Frederick Douglass Blvd,Harlem,10026,10026,40.8049797781916,-73.95482600146241,(646) 490-8575,https://s3-media4.fl.yelpcdn.com/bphoto/nlJAMT6QJfZW54wd9Id-0g/ls.jpg,Harlem,Manhattan
bier-international-new-york,Bier International,German;Bars,$11-30,$$,3,306,2099 Frederick Douglass Blvd,Harlem,10026,10026,40.8027973,-73.95694540000002,(212) 280-0944,https://s3-media1.fl.yelpcdn.com/bphoto/POBmDYDewjsESUahyoxOcQ/ls.jpg,Harlem,Manhattan
b2-harlem-new-york,B2 Harlem,Seafood;Wine Bars;Breakfast & Brunch,$11-30,$$,4,202,271 W 119th St,Harlem,10026,10026,40.80620800000001,-73.9532259,(212) 280-2248,https://s3-media1.fl.yelpcdn.com/bphoto/sqm2sPlJonu--X6dq0XTaQ/ls.jpg,Harlem,Manhattan
l-encanto-d-lola-new-york,L Encanto D Lola,Mexican;Bars,$11-30,$$,3,247,57 Lenox Ave,Harlem,10026,10026,40.8001464434346,-73.9511863565111,(212) 222-6969,https://s3-media1.fl.yelpcdn.com/bphoto/ECuIjVFBoNPT-3uZXSTJAQ/ls.jpg,Harlem,Manhattan
lenox-saphire-harlem-new-york,Lenox Saphire Harlem,Breakfast & Brunch;Bars;Senegalese,$11-30,$$,2,249,127 Lenox Ave,Harlem,10026,10026,40.8092674,-73.94450309999998,(212) 866-9700,https://s3-media2.fl.yelpcdn.com/bphoto/9QiT_UbX3ikAA3rWf0GdRA/ls.jpg,Harlem,Manhattan
harlem-nights-bar-new-york,Harlem Nights Bar,Bars;Music Venues,Moderate,$$,4,139,2361 7th Ave,Harlem,10026,10030,40.817206,-73.942054,(646) 820-4603,https://s3-media2.fl.yelpcdn.com/bphoto/tTkMpGZ9KonjJFcz65t4Gw/ls.jpg,Harlem,Manhattan
shrine-new-york,Shrine,Bars;Music Venues,Moderate,$$,4,242,2271 Adam Clayton Powell Blvd,Harlem,10026,10030,40.8143007,-73.9440417,(212) 690-7807,https://s3-media1.fl.yelpcdn.com/bphoto/5e4VFC01fXbYwM6slsNX9w/ls.jpg,Harlem,Manhattan
bills-place-new-york,Bill’s Place,Jazz & Blues,Inexpensive,$,5,76,148 W 133rd St,Harlem,10026,10030,40.8133745,-73.94364329999998,(212) 281-0777,https://s3-media3.fl.yelpcdn.com/bphoto/p3bbDxDVKrCcHZpmUPHSkA/ls.jpg,Harlem,Manhattan
rubys-vintage-harlem-new-york,Ruby’s Vintage Harlem,Wine Bars;Cocktail Bars,,,4,11,2340 7th Ave,Harlem,10026,10030,40.8170255,-73.9430084,,https://s3-media3.fl.yelpcdn.com/bphoto/Q27MIrhWWgtLYUEmvsdjRg/ls.jpg,Harlem,Manhattan
the-row-harlem-new-york,The Row Harlem,Lounges,,,4,9,2374 7th Ave,Harlem,10026,10030,40.8178091,-73.94230040000002,(646) 767-9582,https://s3-media4.fl.yelpcdn.com/bphoto/7lFlA97EPUv4JopXUgTciQ/ls.jpg,Harlem,Manhattan
harlem-hops-new-york-2,Harlem Hops,Beer Bar;Pretzels,Moderate,$$,4,76,2268 Adam Clayton Powell Jr Blvd,Harlem,10026,10030,40.814489,-73.9448224,(646) 998-3444,https://s3-media3.fl.yelpcdn.com/bphoto/6AmF33DK3pNEc-Wl4K6roA/ls.jpg,Harlem,Manhattan
alibi-new-york-4,Alibi,Lounges,Moderate,$$,2,36,2376 Adam Clayton Powell,Harlem,10026,10030,40.817843,-73.94224270000002,(917) 472-7789,https://s3-media3.fl.yelpcdn.com/bphoto/67RRd8wUykOkn52qoW9DrA/ls.jpg,Harlem,Manhattan
yatenga-french-bistro-and-bar-new-york,Yatenga French Bistro & Bar,French;Wine Bars;Beer Bar,$11-30,$$,4,231,2269 Adam Clayton Powell Jr Blvd,Harlem,10026,10030,40.814269116974295,-73.9441050339131,(212) 690-0699,https://s3-media1.fl.yelpcdn.com/bphoto/y1k6Q8LVFHoanrtoUI11Sw/ls.jpg,Harlem,Manhattan
the-hamilton-new-york-3,The Hamilton,Cocktail Bars;Whiskey Bars,Moderate,$$,4,107,998 Amsterdam Ave,Manhattan Valley,10026,10025,40.8027668786632,-73.9640214206238,(646) 912-9421,https://s3-media2.fl.yelpcdn.com/bphoto/GZ0u6V0hPNSpKZVR85J3sA/ls.jpg,Upper West Side,Manhattan
bobs-your-uncle-new-york-2,Bob’s Your Uncle,Dive Bars,Moderate,$$,4,63,929 Columbus Ave,Manhattan Valley,10026,10025,40.7987746,-73.962819,,https://s3-media1.fl.yelpcdn.com/bphoto/4jIPpLrZBs8PLgFomPnW6A/ls.jpg,Upper West Side,Manhattan
the-west-end-new-york-3,The West End,Lounges;Music Venues,Moderate,$$,3,73,955 W End Ave,Manhattan Valley,10026,10025,40.8022977,-73.9683426,(212) 531-4759,https://s3-media2.fl.yelpcdn.com/bphoto/3g1odLAUu4hIxrqNEqBz4A/ls.jpg,Upper West Side,Manhattan
smoke-jazz-and-supper-club-new-york-2,Smoke Jazz & Supper Club,Jazz & Blues;American (New),$11-30,$$,4,343,2751 Broadway,Manhattan Valley,10026,10025,40.8011258,-73.9681923,(212) 864-6662,https://s3-media3.fl.yelpcdn.com/bphoto/mtoknHiWV9odxviYizuIRA/ls.jpg,Upper West Side,Manhattan
jazz-at-mass-new-york-2,Jazz At Mass,Jazz & Blues,Inexpensive,$,5,2,221 W 107th St,Manhattan Valley,10026,10025,40.8018597,-73.9663042,(212) 222-0666,https://s3-media3.fl.yelpcdn.com/bphoto/GvJAViFElAuIlzhhqirXUw/ls.jpg,Upper West Side,Manhattan
ortomare-ristorante-pizzeria-new-york-2,Ortomare Ristorante Pizzeria,Wine Bars;Italian;Pizza,,,5,2,994 Columbus Ave,Manhattan Valley,10026,10025,40.8011789,-73.9617471,(212) 665-2970,https://s3-media2.fl.yelpcdn.com/bphoto/q1qKvlHHehEx6RwZBWrHmg/ls.jpg,Upper West Side,Manhattan
broadway-dive-bar-new-york,Broadway Dive Bar,Dive Bars,Inexpensive,$,4,132,2662 Broadway,Manhattan Valley,10026,10025,40.79792070000001,-73.9692688,(212) 865-2662,https://s3-media1.fl.yelpcdn.com/bphoto/0PohAl4o0RHtcRLUZhmUuA/ls.jpg,Upper West Side,Manhattan
whispers-restaurant-bar-and-lounge-new-york,Whispers Restaurant  Bar & Lounge,Cocktail Bars;Lounges;American (Traditional),$11-30,$$,4,73,210 W 94th St,Upper West Side,10026,10025,40.793301345645204,-73.9722406754357,(646) 864-3618,https://s3-media2.fl.yelpcdn.com/bphoto/tAXxlG64le3RWIrO-M4k7Q/ls.jpg,Upper West Side,Manhattan
arts-and-crafts-beer-parlor-morningside-heights-new-york-2,Arts and Crafts Beer Parlor - Morningside Heights,Beer Bar;Pubs;Public Art,Moderate,$$,4,55,1135 Amsterdam Ave,Morningside Heights,10026,10025,40.8065685,-73.9610072,(917) 675-6835,https://s3-media3.fl.yelpcdn.com/bphoto/0ZJFk7_g-Q7jpV8M2HaDkQ/ls.jpg,Morningside Heights,Manhattan
bar-thalia-new-york,Bar Thalia,Lounges;Wine Bars,Moderate,$$,4,28,2537 Broadway,Upper West Side,10026,10025,40.793941,-73.972554,(646) 597-7340,https://s3-media4.fl.yelpcdn.com/bphoto/lNpVilWBXIluqOk_Po5Riw/ls.jpg,Upper West Side,Manhattan
es-bar-new-york-3,e’s BAR,Bars;American (Traditional),,,4,20,2888 Broadway,Morningside Heights,10026,10025,40.805599,-73.96527540000002,(212) 877-0961,https://s3-media4.fl.yelpcdn.com/bphoto/oL3dyRx7PEpYvXTKNy9cGg/ls.jpg,Morningside Heights,Manhattan
1020-bar-new-york,1020 Bar,Dive Bars,Inexpensive,$,3,126,1020 Amsterdam Ave,Manhattan Valley,10026,10025,40.80326420000001,-73.96396419999998,(212) 531-3468,https://s3-media4.fl.yelpcdn.com/bphoto/I8TEDH_ShXcQecgdUgLzTg/ls.jpg,Morningside Heights,Manhattan
tap-a-keg-new-york,Tap A Keg,Dive Bars,Inexpensive,$,3,52,2731 Broadway,Manhattan Valley,10026,10025,40.8003487,-73.9684709,(212) 749-1734,https://s3-media1.fl.yelpcdn.com/bphoto/Y0vYKkAWyJpHnX7ZTHgg8w/ls.jpg,Upper West Side,Manhattan
dive-106-new-york-4,Dive 106,Burgers;Beer Bar,,,4,28,938 Amsterdam Ave,Manhattan Valley,10026,10025,40.8007864,-73.9658536,(917) 965-2840,https://s3-media2.fl.yelpcdn.com/bphoto/6MQuLS4PLU1YdzkgbyzHAQ/ls.jpg,Upper West Side,Manhattan
spice-new-york-14,Spice,Thai;Cocktail Bars,$11-30,$$,3,153,975 Amsterdam Ave,Manhattan Valley,10026,10025,40.8016123540962,-73.964790176728,(212) 864-4168,https://s3-media4.fl.yelpcdn.com/bphoto/CVV0qFticT4QaKVl_i0YyA/ls.jpg,Upper West Side,Manhattan
lions-head-tavern-new-york,Lion’s Head Tavern,American (Traditional);Sports Bars,Under $10,$,4,201,995 Amsterdam Ave,Manhattan Valley,10026,10025,40.80215379999999,-73.964054,(212) 866-1030,https://s3-media2.fl.yelpcdn.com/bphoto/3T4jIG8y5CrdV8-4W_5ZqQ/ls.jpg,Upper West Side,Manhattan
tropical-sensation-new-york-2,Tropical Sensation,Caribbean;Latin American;Cocktail Bars,$11-30,$$,3,126,953 Amsterdam Ave,Manhattan Valley,10026,10025,40.800816,-73.965018,(212) 222-0098,https://s3-media1.fl.yelpcdn.com/bphoto/8BJaDAWJ7a_7dJk-jflkRQ/ls.jpg,Upper West Side,Manhattan
flor-de-mayo-new-york-3,Flor de Mayo,Chinese;Peruvian;Cocktail Bars,$11-30,$$,4,506,2651 Broadway,Manhattan Valley,10026,10025,40.797832,-73.969948,(212) 663-5520,https://s3-media4.fl.yelpcdn.com/bphoto/y6sXEOR3V65RrNaC-k86-g/ls.jpg,Upper West Side,Manhattan
west-end-hall-new-york,West End Hall,Beer Gardens;American (New),$11-30,$$,3,210,2756 Broadway,Manhattan Valley,10026,10025,40.800968020998,-73.9676212147285,(212) 662-7200,https://s3-media4.fl.yelpcdn.com/bphoto/1HcrcnOy5vbqnlq34Ndz2w/ls.jpg,Upper West Side,Manhattan
dive-bar-new-york-2,Dive Bar,Dive Bars;American (Traditional);Sports Bars,$11-30,$$,4,425,732 Amsterdam Ave,Upper West Side,10026,10025,40.793965,-73.970814,(212) 749-4358,https://s3-media2.fl.yelpcdn.com/bphoto/ywkVvy5XqmuGOlortr7R9w/ls.jpg,Upper West Side,Manhattan
the-heights-bar-and-grill-new-york-3,The Heights Bar & Grill,Bars;Burgers;American (Traditional),$11-30,$$,3,319,2867 Broadway,Morningside Heights,10026,10025,40.805168151855504,-73.96636962890629,(212) 866-7035,https://s3-media4.fl.yelpcdn.com/bphoto/zdwjY-JbrRgZHy0RFjk38Q/ls.jpg,Morningside Heights,Manhattan
amity-hall-uptown-new-york,Amity Hall Uptown,American (Traditional);Burgers;Pubs,$11-30,$$,3,149,982 Amsterdam Ave,Manhattan Valley,10026,10025,40.802248,-73.964739,(646) 930-2501,https://s3-media3.fl.yelpcdn.com/bphoto/dhXSE9qGrtoovhUzZgyJZw/ls.jpg,Upper West Side,Manhattan
cleopatras-needle-new-york,Cleopatra’s Needle,Jazz & Blues;Mediterranean;Bars,$11-30,$$,2,217,2485 Broadway,Upper West Side,10026,10025,40.7924656,-73.9738124,(212) 769-6969,https://s3-media4.fl.yelpcdn.com/bphoto/zJK9FfBZ5B649ihEmPnIIw/ls.jpg,Upper West Side,Manhattan
ellington-in-the-park-new-york-2,Ellington in the Park,American (Traditional);Wine Bars;Beer Bar,$11-30,$$,3,77,105th Inside Riverside Park,Manhattan Valley,10026,10025,40.802575,-73.971863,(917) 922-1156,https://s3-media1.fl.yelpcdn.com/bphoto/4RrIRUgrG6NbcwMa-W66zQ/ls.jpg,Upper West Side,Manhattan
nobody-told-me-new-york,Nobody told me,Cocktail Bars,,,-1,-1,951 Amsterdam Ave,Manhattan Valley,10026,10025,40.80080570000001,-73.96510740000002,(347) 762-0126,https://s3-media2.fl.yelpcdn.com/bphoto/YgblpPdiQsrS3R3l5YrHIA/ls.jpg,Upper West Side,Manhattan
cafe-du-soleil-new-york,Cafe Du Soleil,French;Bars;Caterers,$11-30,$$,3,348,2723 Broadway,Manhattan Valley,10026,10025,40.8000739,-73.9682123,(212) 316-5000,https://s3-media3.fl.yelpcdn.com/bphoto/l_9hw9bTxJGbbBfW0U3YQw/ls.jpg,Upper West Side,Manhattan
david-greer-recital-hall-new-york,David Greer Recital Hall,Performing Arts;Music Venues,,,-1,-1,323 E 108th St,Manhattan Valley,10026,10025,40.803448,-73.968214,(212) 663-6021,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,Upper West Side,Manhattan
casablanca-casbah-new-york-4,Casablanca/ Casbah,Sports Bars,,,-1,-1,203 W 103rd St,Manhattan Valley,10026,10025,40.79878529999999,-73.96742309999998,(212) 222-3631,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,Upper West Side,Manhattan
cascabel-taqueria-new-york-2,Cascabel Taqueria,Mexican;Bars,$11-30,$$,3,372,2799 Broadway 108th St,Manhattan Valley,10026,10025,40.8029136693265,-73.9679586979658,(212) 665-1500,https://s3-media1.fl.yelpcdn.com/bphoto/zyM_eXvmUVyQ6ec5MJUmzw/ls.jpg,Upper West Side,Manhattan
hudson-beach-cafe-new-york,Hudson Beach Cafe,Burgers;Pubs,$31-60,$$$,2,16,Riverside Dr & W 105th St,Manhattan Valley,10026,10025,40.802569,-73.97186500000002,(917) 370-3448,https://s3-media2.fl.yelpcdn.com/bphoto/YV8_3Vtf0mbmokzeXEGBEA/ls.jpg,Upper West Side,Manhattan
mexican-festival-restaurant-new-york-4,Mexican Festival,Mexican;Cocktail Bars,$11-30,$$,3,220,2672 Broadway,Manhattan Valley,10026,10025,40.798280474035295,-73.9689128100872,(646) 912-9334,https://s3-media3.fl.yelpcdn.com/bphoto/l9M7Ggx31vx2Mbb2KymjUQ/ls.jpg,Upper West Side,Manhattan
community-food-and-juice-new-york,Community Food & Juice,American (New);Breakfast & Brunch;Bars,$11-30,$$,3,846,2893 Broadway,Morningside Heights,10026,10025,40.8057975769043,-73.9656753540039,(212) 665-2800,https://s3-media2.fl.yelpcdn.com/bphoto/N83EUhERVWBNUSCFyN3x5g/ls.jpg,Morningside Heights,Manhattan
buceo-95-new-york,Buceo 95,Tapas Bars;Spanish;Wine Bars,$31-60,$$$,4,404,201 W 95th St,Upper West Side,10026,10025,40.793571,-73.971058,(212) 662-7010,https://s3-media1.fl.yelpcdn.com/bphoto/SlU7lZHBfmr431YR3kbWlw/ls.jpg,Upper West Side,Manhattan
earth-cafe-new-york,Earth Cafe,Cafes;Wine Bars;Mediterranean,Under $10,$,3,167,2578 Broadway,Manhattan Valley,10026,10025,40.79529210000001,-73.9707437,(646) 964-5167,https://s3-media4.fl.yelpcdn.com/bphoto/zMeWQI7CBKV8IEWqFiYl-g/ls.jpg,Upper West Side,Manhattan
vino-levantino-new-york,Vino Levantino,Mediterranean;Wine Bars,$11-30,$$,4,210,210 W 94th St,Upper West Side,10026,10025,40.7929478710728,-73.9720784291819,(212) 280-3333,https://s3-media2.fl.yelpcdn.com/bphoto/PGTBnP0Tfj_T9K0i0fBIeQ/ls.jpg,Upper West Side,Manhattan
gennaro-new-york-2,Gennaro,Italian;Wine Bars;Mediterranean,$11-30,$$,3,362,665 Amsterdam Ave,Upper West Side,10026,10025,40.7917717,-73.9717285,(212) 665-5348,https://s3-media4.fl.yelpcdn.com/bphoto/frgo-JcGCzo6vQP6m5_m3A/ls.jpg,Upper West Side,Manhattan
infamous-bistro-new-york,Infamous Bistro,American (New);Cocktail Bars,$11-30,$$,4,52,1012 Amsterdam Ave,Manhattan Valley,10451,10025,40.8028022813393,-73.9641655518354,(212) 222-2055,https://s3-media1.fl.yelpcdn.com/bphoto/5NkIMs6EJ9qWOIatuELTtA/ls.jpg,Upper West Side,Manhattan
postcrypt-coffeehouse-new-york-2,Postcrypt Coffeehouse,Music Venues,Inexpensive,$,4,6,1160 Amsterdam Ave,Morningside Heights,10026,10027,40.8077557,-73.960718,,https://s3-media3.fl.yelpcdn.com/bphoto/mQphHuBJQsbuuzqdA-foSw/ls.jpg,Morningside Heights,Manhattan
suite-new-york,Suite,Gay Bars;Karaoke,Moderate,$$,3,50,992 Amsterdam Ave,Manhattan Valley,10026,10027,40.802481564054105,-73.96432635246909,(212) 222-4600,https://s3-media2.fl.yelpcdn.com/bphoto/3TufaTj00yfkVi3j8JXx8A/ls.jpg,Upper West Side,Manhattan
harlem-pub-crawl-new-york-2,Harlem Pub Crawl,Bar Crawl,,,3,10,152 W 121st St,Harlem,10026,10027,40.8059271,-73.9494719,(262) 955-7821,https://s3-media4.fl.yelpcdn.com/bphoto/Zv2-diOOGnWkxiwkrNhX-g/ls.jpg,Harlem,Manhattan
paris-blues-new-york-2,Paris Blues,Dive Bars;Jazz & Blues,Moderate,$$,3,98,2021 Adam Clayton Powell Junior Blvd,Harlem,10026,10027,40.8063634,-73.9497982,(917) 257-7831,https://s3-media4.fl.yelpcdn.com/bphoto/s6XydrkHvR76pc9Iiw2GQA/ls.jpg,Harlem,Manhattan
cove-lounge-new-york,Cove Lounge,Lounges;Cocktail Bars,Moderate,$$,3,236,325 Lenox Ave,Harlem,10026,10027,40.80878189999999,-73.9451544,(212) 222-5708,https://s3-media1.fl.yelpcdn.com/bphoto/WuYKsHAiO_MiTQlhyOo0eg/ls.jpg,Harlem,Manhattan
gin-fizz-harlem-new-york,Gin Fizz Harlem,Bars;Jazz & Blues,Moderate,$$,3,32,308 Malcolm X Blvd,Harlem,10026,10027,40.80808820000001,-73.945162,,https://s3-media3.fl.yelpcdn.com/bphoto/Gu6LtJm262P2LpVbBIq9DQ/ls.jpg,Harlem,Manhattan
harlem-hookah-new-york-4,Harlem Hookah,Lounges;Hookah Bars,Moderate,$$,3,227,381 Lenox Ave,Harlem,10026,10027,40.8105416,-73.94357159999998,(646) 912-9905,https://s3-media2.fl.yelpcdn.com/bphoto/pHKdZkyxZ18tHERxx0URQg/ls.jpg,Harlem,Manhattan
w-xyz-bar-new-york,W XYZ Bar,Venues & Event Spaces;Tapas/Small Plates;Cocktail Bars,$11-30,$$,3,37,2296 Frederick Douglass Blvd,Harlem,10026,10027,40.809116,-73.951537,(212) 749-4000,https://s3-media4.fl.yelpcdn.com/bphoto/LVQbg0JPMZQftov3JfyfXA/ls.jpg,Harlem,Manhattan
showmans-jazz-club-new-york,Showman’s Jazz Club,Jazz & Blues,Moderate,$$,4,55,375 W 125th St Frnt,Harlem,10026,10027,40.811336,-73.95348800000002,(212) 864-8941,https://s3-media2.fl.yelpcdn.com/bphoto/lQvUSNwQ8LJ-2MgZx-AM4w/ls.jpg,Harlem,Manhattan
cafe-at-apollo-new-york,Cafe at Apollo,Music Venues;American (New);Dinner Theater,$11-30,$$,4,183,253 W 125th St,Harlem,10026,10027,40.810033,-73.9500391,(212) 531-5300,https://s3-media3.fl.yelpcdn.com/bphoto/-PyssTLD9zDlZRM-K3d9nA/ls.jpg,Harlem,Manhattan
clay-new-york-3,Clay,American (New);Bars,$31-60,$$$,4,117,553 Manhattan Ave,Harlem,10026,10027,40.8094002234406,-73.95369507007929,(212) 729-1850,https://s3-media4.fl.yelpcdn.com/bphoto/tOqq6dh7aqqa8-zQTkzd0Q/ls.jpg,Harlem,Manhattan
angel-of-harlem-new-york,Angel of Harlem,Caribbean;Bars;Breakfast & Brunch,$11-30,$$,3,384,2272 Frederick Douglass Blvd,Harlem,10026,10027,40.808059,-73.95241999999998,(212) 316-0350,https://s3-media4.fl.yelpcdn.com/bphoto/xXaLWZ9LX6hjBhXyt-A78Q/ls.jpg,Harlem,Manhattan
miller-theatre-new-york,Miller Theatre,Performing Arts;Music Venues;Venues & Event Spaces,Ultra High-End,$$$$,4,7,2960 Broadway,Morningside Heights,10026,10027,40.80808210954,-73.9634400978684,(212) 854-7799,https://s3-media1.fl.yelpcdn.com/bphoto/XIJEugQO1FrlzuF1YIk7eA/ls.jpg,Morningside Heights,Manhattan
